antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,SemanticSimilarity
frozenset({'Nuts'}),"frozenset({'Banana', 'Curd'})",0.1272,0.0516,0.027,0.2122641509433962,4.113646336112329,1.0,0.02043648,1.203956886227545,0.8672166208371525,0.17786561264822132,0.16940547336924947,0.3677599824484423,0.485
frozenset({'Banana'}),"frozenset({'Curd', 'Nuts'})",0.1334,0.042,0.027,0.20239880059970017,4.819019061897623,1.0,0.021397199999999998,1.2011015037593984,0.9144806010718772,0.18194070080862532,0.1674308983295409,0.4226279717284215,0.299
frozenset({'Curd'}),"frozenset({'Banana', 'Nuts'})",0.1322,0.0518,0.027,0.20423600605143719,3.9427800396030346,1.0,0.02015204,1.1915593155893536,0.8600735789949895,0.17197452229299362,0.1607635583752765,0.3627357636434792,0.299
"frozenset({'Banana', 'Milk'})",frozenset({'Nuts'}),0.0624,0.1272,0.0292,0.46794871794871795,3.6788421222383483,1.0,0.02126272,1.6404433734939758,0.7766375239609145,0.18204488778054864,0.3904087052574679,0.34875423318819543,0.485
"frozenset({'Banana', 'Nuts'})",frozenset({'Milk'}),0.0518,0.3692,0.0292,0.5637065637065637,1.5268325127480058,1.0,0.010075440000000001,1.4458159292035397,0.3638992987434014,0.07452782031648801,0.30834902299708894,0.3213982439334552,0.46
"frozenset({'Milk', 'Nuts'})",frozenset({'Banana'}),0.0622,0.1334,0.0292,0.4694533762057878,3.519140751167825,1.0,0.02090252,1.633409696969697,0.7633181126331812,0.17548076923076925,0.38778372513938125,0.34417196546421325,0.46
frozenset({'Banana'}),"frozenset({'Milk', 'Nuts'})",0.1334,0.0622,0.0292,0.21889055472263869,3.5191407511678245,1.0,0.02090252,1.2006000000000001,0.8260324556051203,0.17548076923076925,0.1670831251041146,0.34417196546421325,0.46
frozenset({'Milk'}),"frozenset({'Banana', 'Nuts'})",0.3692,0.0518,0.0292,0.0790899241603467,1.5268325127480058,1.0,0.010075440000000001,1.0296336470588234,0.5470027188783975,0.07452782031648801,0.02878076793961896,0.3213982439334552,0.46
frozenset({'Nuts'}),"frozenset({'Banana', 'Milk'})",0.1272,0.0624,0.0292,0.22955974842767293,3.6788421222383483,1.0,0.02126272,1.2169665306122448,0.8342980550707532,0.18204488778054864,0.17828471461995835,0.34875423318819543,0.485
frozenset({'Rice'}),frozenset({'Oil'}),0.1804,0.267,0.0748,0.41463414634146345,1.5529368776833836,1.0,0.026633200000000003,1.2522083333333334,0.4344299945454024,0.20075147611379496,0.20141084084783553,0.3473919795377729,0.418
frozenset({'Oil'}),frozenset({'Rice'}),0.267,0.1804,0.0748,0.2801498127340824,1.5529368776833836,1.0,0.026633200000000003,1.1385702393340271,0.4857555573388974,0.20075147611379496,0.12170548161796291,0.3473919795377729,0.418
frozenset({'Rice'}),frozenset({'Onion'}),0.1804,0.2184,0.05,0.2771618625277162,1.2690561471049275,1.0,0.010600640000000001,1.0812932515337421,0.2586783796974134,0.14334862385321098,0.07518150272225714,0.25304979573272257,0.351
frozenset({'Onion'}),frozenset({'Rice'}),0.2184,0.1804,0.05,0.22893772893772893,1.2690561471049275,1.0,0.010600640000000001,1.0629491686460808,0.2712548618219038,0.14334862385321098,0.05922124077321733,0.25304979573272257,0.351
"frozenset({'Rice', 'Onion'})",frozenset({'Oil'}),0.05,0.267,0.0234,0.46799999999999997,1.7528089887640448,1.0,0.01005,1.3778195488721803,0.45209176788124156,0.07970027247956403,0.2742155525238744,0.2778202247191011,0.418
"frozenset({'Rice', 'Oil'})",frozenset({'Onion'}),0.0748,0.2184,0.0234,0.31283422459893045,1.432391138273491,1.0,0.007063679999999999,1.1374256809338519,0.3262717970889177,0.08673091178650852,0.1208216793742713,0.2099885408708938,0.351
"frozenset({'Onion', 'Oil'})",frozenset({'Rice'}),0.0988,0.1804,0.0234,0.2368421052631579,1.312871980394445,1.0,0.005576480000000002,1.0739586206896552,0.2644375400700301,0.09147771696637998,0.06886542857876758,0.18327692846306454,0.351
frozenset({'Rice'}),"frozenset({'Onion', 'Oil'})",0.1804,0.0988,0.0234,0.12971175166297116,1.312871980394445,1.0,0.005576480000000002,1.0355189808917196,0.2907651428881298,0.09147771696637998,0.03430065652793072,0.18327692846306454,0.351
frozenset({'Onion'}),"frozenset({'Rice', 'Oil'})",0.2184,0.0748,0.0234,0.10714285714285714,1.432391138273491,1.0,0.007063679999999999,1.036224,0.38621630842715793,0.08673091178650852,0.03495769254524117,0.2099885408708938,0.351
frozenset({'Oil'}),"frozenset({'Rice', 'Onion'})",0.267,0.05,0.0234,0.08764044943820225,1.7528089887640448,1.0,0.01005,1.041256157635468,0.5859306677860566,0.07970027247956403,0.039621525724423415,0.2778202247191011,0.418
"frozenset({'Rice', 'Bread'})",frozenset({'Oil'}),0.0572,0.267,0.023,0.4020979020979021,1.5059846520520677,1.0,0.007727599999999998,1.225953216374269,0.35636678902805696,0.07636122177954846,0.1843081884009578,0.24412011209764017,0.418
"frozenset({'Bread', 'Oil'})",frozenset({'Rice'}),0.1032,0.1804,0.023,0.22286821705426357,1.2354114027398202,1.0,0.00438272,1.0546473815461346,0.21248109219252995,0.08825786646201074,0.05181578459524593,0.1751813369085065,0.472
frozenset({'Rice'}),"frozenset({'Bread', 'Oil'})",0.1804,0.1032,0.023,0.12749445676274945,1.2354114027398202,1.0,0.00438272,1.0278444726810674,0.23249517261866867,0.08825786646201074,0.027090161421442296,0.1751813369085065,0.472
frozenset({'Oil'}),"frozenset({'Rice', 'Bread'})",0.267,0.0572,0.023,0.08614232209737827,1.5059846520520677,1.0,0.007727599999999998,1.0316704918032786,0.45836645115368635,0.07636122177954846,0.03069826272526333,0.24412011209764017,0.418
"frozenset({'Rice', 'Milk'})",frozenset({'Bread'}),0.0516,0.395,0.0254,0.49224806201550386,1.2461976253557059,1.0,0.005017999999999998,1.191526717557252,0.20830773420298415,0.06030389363722696,0.16074059837273363,0.27827592974192916,0.472
"frozenset({'Rice', 'Bread'})",frozenset({'Milk'}),0.0572,0.3692,0.0254,0.444055944055944,1.2027517444635538,1.0,0.004281759999999999,1.1346465408805029,0.17880062404163838,0.06334164588528678,0.11866826895362084,0.25642667191962965,0.477
frozenset({'Milk'}),"frozenset({'Rice', 'Bread'})",0.3692,0.0572,0.0254,0.06879739978331528,1.2027517444635538,1.0,0.004281759999999999,1.0124542175683537,0.26723720410028007,0.06334164588528678,0.012301018013698857,0.25642667191962965,0.477
frozenset({'Bread'}),"frozenset({'Rice', 'Milk'})",0.395,0.0516,0.0254,0.06430379746835442,1.2461976253557059,1.0,0.005017999999999998,1.0135768398268399,0.3265438927572069,0.06030389363722696,0.013394978351280494,0.27827592974192916,0.472
frozenset({'Apple'}),frozenset({'Banana'}),0.1268,0.1334,0.0516,0.4069400630914827,3.05052521058083,1.0,0.03468488,1.461235106382979,0.769797980874055,0.24736337488015342,0.31564743029250253,0.39687332989656593,0.424
frozenset({'Banana'}),frozenset({'Apple'}),0.1334,0.1268,0.0516,0.3868065967016492,3.0505252105808296,1.0,0.03468488,1.4240205378973105,0.7756607395559945,0.24736337488015342,0.2977629371296944,0.39687332989656593,0.424
frozenset({'Apple'}),frozenset({'Nuts'}),0.1268,0.1272,0.0482,0.3801261829652997,2.9884133880919785,1.0,0.032071039999999995,1.4080284987277356,0.7619952746895569,0.23420796890184645,0.28978710238920674,0.37952850028768126,0.289
frozenset({'Nuts'}),frozenset({'Apple'}),0.1272,0.1268,0.0482,0.37893081761006286,2.9884133880919785,1.0,0.032071039999999995,1.4059625316455695,0.7623444934222284,0.23420796890184645,0.28874349245311826,0.37952850028768126,0.289
frozenset({'Apple'}),frozenset({'Curd'}),0.1268,0.1322,0.0458,0.36119873817034703,2.732214358323351,1.0,0.02903704,1.358481975308642,0.726061047354808,0.21482176360225141,0.2638842338906972,0.35382175940287397,0.227
frozenset({'Curd'}),frozenset({'Apple'}),0.1322,0.1268,0.0458,0.3464447806354009,2.732214358323351,1.0,0.02903704,1.336076851851852,0.7305790580205328,0.21482176360225141,0.25154006027874587,0.35382175940287397,0.227
frozenset({'Apple'}),frozenset({'Milk'}),0.1268,0.3692,0.06,0.47318611987381703,1.2816525457037298,1.0,0.01318544,1.1973868263473053,0.25166895709268594,0.13761467889908258,0.16484800233642527,0.317849831334525,0.298
frozenset({'Milk'}),frozenset({'Apple'}),0.3692,0.1268,0.06,0.16251354279523295,1.28165254570373,1.0,0.01318544,1.042643725743855,0.34837877827097863,0.13761467889908258,0.04089961382871387,0.317849831334525,0.298
"frozenset({'Apple', 'Banana'})",frozenset({'Milk'}),0.0516,0.3692,0.0274,0.5310077519379846,1.4382658503195682,1.0,0.00834928,1.3450115702479342,0.3212971828080794,0.06964921199796645,0.25651197200060966,0.3026111349072371,0.298
"frozenset({'Apple', 'Milk'})",frozenset({'Banana'}),0.06,0.1334,0.0274,0.4566666666666667,3.4232883558220895,1.0,0.019396000000000004,1.5949693251533745,0.7530672464668429,0.16506024096385544,0.37302869451496273,0.33103198400799605,0.424
"frozenset({'Banana', 'Milk'})",frozenset({'Apple'}),0.0624,0.1268,0.0274,0.43910256410256415,3.4629539755722725,1.0,0.01948768,1.556790857142857,0.758563563438878,0.169344870210136,0.3576529593478747,0.327595446089137,0.424
frozenset({'Apple'}),"frozenset({'Banana', 'Milk'})",0.1268,0.0624,0.0274,0.2160883280757098,3.4629539755722725,1.0,0.01948768,1.1960531187122736,0.8145089293177874,0.169344870210136,0.16391673216265978,0.327595446089137,0.424
frozenset({'Banana'}),"frozenset({'Apple', 'Milk'})",0.1334,0.06,0.0274,0.20539730134932535,3.4232883558220895,1.0,0.019396000000000004,1.1829811320754715,0.8168511558721812,0.16506024096385544,0.15467798015885675,0.33103198400799605,0.424
frozenset({'Milk'}),"frozenset({'Apple', 'Banana'})",0.3692,0.0516,0.0274,0.07421451787648972,1.4382658503195682,1.0,0.00834928,1.0244273844353422,0.4830663414318048,0.06964921199796645,0.023844915517176005,0.3026111349072371,0.298
"frozenset({'Apple', 'Banana'})",frozenset({'Nuts'}),0.0516,0.1272,0.0286,0.5542635658914729,4.357417970844912,1.0,0.02203648,1.9581078260869564,0.8124275555739073,0.1904127829560586,0.4893028940094785,0.38955316659353517,0.289
"frozenset({'Apple', 'Nuts'})",frozenset({'Banana'}),0.0482,0.1334,0.0286,0.5933609958506224,4.447983477141098,1.0,0.02217012,2.1311285714285715,0.8144347772420898,0.18692810457516343,0.5307650540625691,0.40387689972441165,0.424
"frozenset({'Banana', 'Nuts'})",frozenset({'Apple'}),0.0518,0.1268,0.0286,0.5521235521235521,4.354286688671547,1.0,0.02203176,1.9496448275862068,0.8124248668437658,0.1906666666666667,0.48708606518959247,0.38883780129836915,0.424
frozenset({'Apple'}),"frozenset({'Banana', 'Nuts'})",0.1268,0.0518,0.0286,0.22555205047318613,4.3542866886715474,1.0,0.02203176,1.2243560081466396,0.8822048313573738,0.1906666666666667,0.1832440945720166,0.38883780129836915,0.424
frozenset({'Banana'}),"frozenset({'Apple', 'Nuts'})",0.1334,0.0482,0.0286,0.21439280359820093,4.447983477141098,1.0,0.02217012,1.2115469465648854,0.8945061400634906,0.18692810457516343,0.17460895524080788,0.40387689972441165,0.424
frozenset({'Nuts'}),"frozenset({'Apple', 'Banana'})",0.1272,0.0516,0.0286,0.22484276729559746,4.357417970844912,1.0,0.02203648,1.2234937119675457,0.8827982283527654,0.1904127829560586,0.1826684598224351,0.38955316659353517,0.289
"frozenset({'Apple', 'Milk'})",frozenset({'Nuts'}),0.06,0.1272,0.0286,0.4766666666666667,3.747379454926625,1.0,0.020968,1.6677707006369427,0.7799434607945247,0.180327868852459,0.40039718912312866,0.3507547169811321,0.289
"frozenset({'Apple', 'Nuts'})",frozenset({'Milk'}),0.0482,0.3692,0.0286,0.5933609958506224,1.6071532932032027,1.0,0.010804560000000001,1.55125306122449,0.39691302603679157,0.073559670781893,0.35535985391664937,0.3354128922915084,0.298
"frozenset({'Milk', 'Nuts'})",frozenset({'Apple'}),0.0622,0.1268,0.0286,0.45980707395498394,3.6262387535882015,1.0,0.020713040000000002,1.616459523809524,0.772267186854519,0.17830423940149628,0.3813640333886669,0.342679562214085,0.298
frozenset({'Apple'}),"frozenset({'Milk', 'Nuts'})",0.1268,0.0622,0.0286,0.22555205047318613,3.6262387535882015,1.0,0.020713040000000002,1.2109270875763747,0.8294001005865413,0.17830423940149628,0.17418644750819592,0.342679562214085,0.298
frozenset({'Milk'}),"frozenset({'Apple', 'Nuts'})",0.3692,0.0482,0.0286,0.07746478873239437,1.6071532932032029,1.0,0.010804560000000001,1.0317221374045802,0.5988931803770104,0.073559670781893,0.03074678370707541,0.3354128922915084,0.298
frozenset({'Nuts'}),"frozenset({'Apple', 'Milk'})",0.1272,0.06,0.0286,0.22484276729559746,3.7473794549266244,1.0,0.020968,1.212657200811359,0.8399941030555146,0.180327868852459,0.17536464605914626,0.3507547169811321,0.289
"frozenset({'Apple', 'Banana'})",frozenset({'Curd'}),0.0516,0.1322,0.0272,0.5271317829457364,3.987381111541122,1.0,0.020378479999999997,1.8351836065573768,0.78997134492768,0.17369093231162194,0.45509539403749294,0.3664403241506291,0.227
"frozenset({'Apple', 'Curd'})",frozenset({'Banana'}),0.0458,0.1334,0.0272,0.593886462882096,4.45192251036054,1.0,0.02109028,2.133886021505376,0.8125947822012897,0.17894736842105263,0.5313714088184814,0.3988922569283044,0.424
"frozenset({'Banana', 'Curd'})",frozenset({'Apple'}),0.0516,0.1268,0.0272,0.5271317829457364,4.157190717237668,1.0,0.020657119999999998,1.8466032786885243,0.8007728186171136,0.17989417989417988,0.458465165993743,0.37082141197760005,0.424
frozenset({'Apple'}),"frozenset({'Banana', 'Curd'})",0.1268,0.0516,0.0272,0.21451104100946372,4.157190717237669,1.0,0.020657119999999998,1.2074008032128514,0.8697353884293066,0.17989417989417988,0.17177461093363952,0.37082141197760005,0.424
frozenset({'Banana'}),"frozenset({'Apple', 'Curd'})",0.1334,0.0458,0.0272,0.20389805097451275,4.45192251036054,1.0,0.02109028,1.1985902071563088,0.8947356810252373,0.17894736842105263,0.1656864923229016,0.3988922569283044,0.424
frozenset({'Curd'}),"frozenset({'Apple', 'Banana'})",0.1322,0.0516,0.0272,0.2057488653555219,3.9873811115411217,1.0,0.020378479999999997,1.194080761904762,0.8633427328064205,0.17369093231162194,0.16253570788224575,0.3664403241506291,0.227
"frozenset({'Apple', 'Nuts'})",frozenset({'Curd'}),0.0482,0.1322,0.0246,0.5103734439834025,3.8606160664402602,1.0,0.01822796,1.772371186440678,0.7784975664423592,0.15789473684210528,0.43578410230859926,0.34822756919291153,0.227
"frozenset({'Curd', 'Nuts'})",frozenset({'Apple'}),0.042,0.1268,0.0246,0.5857142857142856,4.619197836863451,1.0,0.0192744,2.107724137931034,0.8178624166199909,0.17059639389736478,0.5255546103003729,0.3898602974312753,0.227
"frozenset({'Apple', 'Curd'})",frozenset({'Nuts'}),0.0458,0.1272,0.0246,0.537117903930131,4.222625030897256,1.0,0.01877424,1.8855773584905662,0.7998118715205177,0.16576819407008087,0.4696584600482711,0.3652570651726127,0.289
frozenset({'Nuts'}),"frozenset({'Apple', 'Curd'})",0.1272,0.0458,0.0246,0.19339622641509432,4.222625030897256,1.0,0.01877424,1.1829847953216375,0.8744047752118218,0.16576819407008087,0.15468059779406237,0.3652570651726127,0.289
frozenset({'Apple'}),"frozenset({'Curd', 'Nuts'})",0.1268,0.042,0.0246,0.194006309148265,4.619197836863452,1.0,0.0192744,1.1885949119373778,0.8972883590494174,0.17059639389736478,0.15867046883952504,0.3898602974312753,0.227
frozenset({'Curd'}),"frozenset({'Apple', 'Nuts'})",0.1322,0.0482,0.0246,0.18608169440242056,3.8606160664402607,1.0,0.01822796,1.1694048327137547,0.8538534037103451,0.15789473684210528,0.14486414625175517,0.34822756919291153,0.227
"frozenset({'Apple', 'Milk'})",frozenset({'Curd'}),0.06,0.1322,0.0268,0.4466666666666667,3.378719112455875,1.0,0.018868000000000003,1.5683132530120485,0.7489679263258179,0.16203143893591293,0.3623722823999385,0.3246949067070096,0.227
"frozenset({'Apple', 'Curd'})",frozenset({'Milk'}),0.0458,0.3692,0.0268,0.5851528384279476,1.584921014160205,1.0,0.009890640000000003,1.5205600000000001,0.3867676916194547,0.06903657908294694,0.3423475561635188,0.3288711104382425,0.298
"frozenset({'Milk', 'Curd'})",frozenset({'Apple'}),0.0666,0.1268,0.0268,0.4024024024024024,3.173520523678252,1.0,0.018355120000000003,1.46118391959799,0.7337610213342971,0.1608643457382953,0.3156234567136995,0.30687943463968703,0.298
frozenset({'Apple'}),"frozenset({'Milk', 'Curd'})",0.1268,0.0666,0.0268,0.21135646687697163,3.173520523678252,1.0,0.018355120000000003,1.1835512000000001,0.7843478439228503,0.1608643457382953,0.15508513700125523,0.30687943463968703,0.298
frozenset({'Milk'}),"frozenset({'Apple', 'Curd'})",0.3692,0.0458,0.0268,0.07258938244853738,1.5849210141602048,1.0,0.009890640000000003,1.0288862149532711,0.5850566444884014,0.06903657908294694,0.028075227885702558,0.3288711104382425,0.298
frozenset({'Curd'}),"frozenset({'Apple', 'Milk'})",0.1322,0.06,0.0268,0.20272314674735248,3.3787191124558746,1.0,0.018868000000000003,1.1790132827324478,0.8112812292535939,0.16203143893591293,0.15183313483760902,0.3246949067070096,0.227
frozenset({'Popcorn'}),frozenset({'Cold Drink'}),0.1266,0.2072,0.0596,0.4707740916271722,2.2720757317913716,1.0,0.033368480000000006,1.498037014925373,0.6410279659988044,0.21735959153902262,0.33245975230470765,0.3792094396359799,0.309
frozenset({'Cold Drink'}),frozenset({'Popcorn'}),0.2072,0.1266,0.0596,0.2876447876447876,2.2720757317913716,1.0,0.033368480000000006,1.2260737127371273,0.7061980644593288,0.21735959153902262,0.1843883531540962,0.3792094396359799,0.309
frozenset({'Chips'}),frozenset({'Popcorn'}),0.2168,0.1266,0.0626,0.28874538745387457,2.2807692531901624,1.0,0.03515312000000001,1.2279709468223088,0.7169962176962215,0.22293447293447294,0.18564848574979917,0.3916080807727509,0.399
frozenset({'Popcorn'}),frozenset({'Chips'}),0.1266,0.2168,0.0626,0.4944707740916272,2.2807692531901624,1.0,0.03515312000000001,1.5492675,0.6429487493699114,0.22293447293447294,0.3545336747850194,0.3916080807727509,0.399
frozenset({'Namkeen'}),frozenset({'Popcorn'}),0.129,0.1266,0.0582,0.4511627906976744,3.5636871303133844,1.0,0.041868600000000006,1.5913644067796608,0.8259377182288401,0.2948328267477204,0.3716084161869412,0.4554392152540505,0.181
frozenset({'Popcorn'}),frozenset({'Namkeen'}),0.1266,0.129,0.0582,0.45971563981042657,3.5636871303133844,1.0,0.041868600000000006,1.6121140350877192,0.8236681389710554,0.2948328267477204,0.37969648657913496,0.4554392152540505,0.181
"frozenset({'Chips', 'Popcorn'})",frozenset({'Cold Drink'}),0.0626,0.2072,0.0444,0.7092651757188498,3.4230944774075764,1.0,0.031429280000000004,2.7268835164835163,0.7551383258658703,0.19698314108252,0.6332809986362891,0.46177544500228207,0.216
"frozenset({'Chips', 'Cold Drink'})",frozenset({'Popcorn'}),0.1244,0.1266,0.0444,0.3569131832797428,2.8192194571859623,1.0,0.028650960000000003,1.358137,0.7369710962675787,0.2149080348499516,0.263697255873303,0.35381204187683823,0.399
"frozenset({'Cold Drink', 'Popcorn'})",frozenset({'Chips'}),0.0596,0.2168,0.0444,0.7449664429530202,3.436192080041606,1.0,0.03147872,3.070968421052632,0.7539134200129521,0.1913793103448276,0.6743698199093721,0.47488174546174994,0.216
frozenset({'Chips'}),"frozenset({'Cold Drink', 'Popcorn'})",0.2168,0.0596,0.0444,0.20479704797047973,3.4361920800416064,1.0,0.03147872,1.1825911832946636,0.9052351636621301,0.1913793103448276,0.154399242843981,0.47488174546174994,0.216
